IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
115652-23072022,23 Jul 2022,2022,16:38:49,16,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,TW7 5AJ,TW7,1.00024E+11,21500707,E09000018,HOUNSLOW,Hounslow,E05013627,SYON & BRENTFORD LOCK,SYON & BRENTFORD LOCK,516020,176595,516050,176550,51.47643366,-0.330767422,London,Heston,173,Heston,416,Chiswick,2,2,2,3,1092,1
115720-23072022,23 Jul 2022,2022,18:00:43,18,Fire,Secondary Fire,,Outdoor,Hedge,Open land/water - nearest gazetteer location,TW14 9QA,TW14,1.00022E+11,21501569,E09000018,HOUNSLOW,Hounslow,E05013614,FELTHAM WEST,FELTHAM WEST,509674,173053,509650,173050,51.44586146,-0.42320353,London,Feltham,584,Twickenham,,,1,1,1,1,364,2
115895-23072022,23 Jul 2022,2022,21:24:23,21,Fire,Secondary Fire,,Outdoor,Playground/Recreation area (not equipment),Open land/water - nearest gazetteer location,TW14 8BY,TW14,10023865849,21590272,E09000018,HOUNSLOW,Hounslow,E05013606,BEDFONT,BEDFONT,508264,173234,508250,173250,51.4477613,-0.443434014,London,Feltham,357,Feltham,,,1,1,1,1,364,2
115956-23072022,23 Jul 2022,2022,23:07:56,23,Fire,Primary Fire,,Non Residential,Prison ,Within same building,TW13 4ND,TW13,1.00023E+11,21509601,E09000018,HOUNSLOW,Hounslow,E05013614,FELTHAM WEST,FELTHAM WEST,508931,172554,508950,172550,51.44152068,-0.434047971,London,Feltham,345,Feltham,368,Feltham,2,4,4,2,728,1
116103-24072022,24 Jul 2022,2022,03:36:22,3,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,TW4,0,21501345,E09000018,HOUNSLOW,Hounslow,E05013612,CRANFORD,CRANFORD,,,511350,176150,,,London,Feltham,439,Feltham,,,1,1,1,1,364,1
116124-24072022,24 Jul 2022,2022,04:49:00,4,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,TW3,0,21500674,E09000018,HOUNSLOW,Hounslow,E05013618,HESTON EAST,HESTON EAST,,,513750,176650,,,London,Heston,662,Heston,,,1,1,1,1,364,1
116224-24072022,24 Jul 2022,2022,10:14:48,10,Fire,Secondary Fire,,Outdoor,Hedge,Open land/water - nearest gazetteer location,TW12 3XE,TW12,10093257000,21519830,E09000018,HOUNSLOW,Hounslow,E05013616,HANWORTH VILLAGE,HANWORTH VILLAGE,512123,170475,512150,170450,51.42221047,-0.388793633,London,Feltham,552,Twickenham,,,1,1,1,1,364,1
116285-24072022,24 Jul 2022,2022,11:46:37,11,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,TW3 4BL,TW3,1.00022E+11,21500662,E09000018,HOUNSLOW,Hounslow,E05013618,HESTON EAST,HESTON EAST,513957,176733,513950,176750,51.47809479,-0.360422074,London,Heston,675,Heston,,,1,1,1,1,364,1
116314-24072022,24 Jul 2022,2022,12:03:41,12,False Alarm,AFA,,Non Residential,Recycling plant,Correct incident location,UB2 5AG,UB2,10093766206,21501032,E09000018,HOUNSLOW,Hounslow,E05013619,HESTON WEST,HESTON WEST,510891,178611,510850,178650,51.4955832,-0.4039613,London,Hayes,571,Southall,,,1,1,1,1,364,1
116429-24072022,24 Jul 2022,2022,14:23:31,14,Fire,Secondary Fire,,Outdoor,Scrub land ,Open land/water - nearest gazetteer location,TW14 8EJ,TW14,10001272100,21500370,E09000018,HOUNSLOW,Hounslow,E05013606,BEDFONT,BEDFONT,508516,173294,508550,173250,51.44825072,-0.439790059,London,Feltham,279,Feltham,,,1,1,2,4,1456,12
116463-24072022,24 Jul 2022,2022,14:41:11,14,False Alarm,False alarm - Good intent,,Outdoor,Heathland ,Open land/water - nearest gazetteer location,TW14 8BD,TW14,1.00022E+11,21501399,E09000018,HOUNSLOW,Hounslow,E05013606,BEDFONT,BEDFONT,509296,173196,509250,173150,51.44721612,-0.428606408,London,Feltham,829,Heston,,,1,1,1,1,364,5
116473-24072022,24 Jul 2022,2022,14:47:39,14,False Alarm,False alarm - Good intent,,Outdoor,Heathland ,Open land/water - nearest gazetteer location,TW13 7EJ,TW13,10001273459,21590095,E09000018,HOUNSLOW,Hounslow,E05013615,HANWORTH PARK,HANWORTH PARK,511224,172549,511250,172550,51.44102696,-0.401064425,London,Feltham,,,,,1,1,1,1,364,9
116482-24072022,24 Jul 2022,2022,14:49:49,14,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,TW3,0,21500172,E09000018,HOUNSLOW,Hounslow,E05013624,HOUNSLOW WEST,HOUNSLOW WEST,,,513350,175750,,,London,Heston,586,Southall,618,Southall,2,3,3,2,728,1
116495-24072022,24 Jul 2022,2022,14:56:16,14,False Alarm,False alarm - Good intent,,Outdoor,Grassland/ pasture/ grazing etc ,Open land/water - nearest gazetteer location,TW4 5JD,TW4,2.00004E+11,21501181,E09000018,HOUNSLOW,Hounslow,E05013622,HOUNSLOW HEATH,HOUNSLOW HEATH,512917,174455,512950,174450,51.45782554,-0.376118794,London,Feltham,843,Kingston,,,1,1,1,1,364,5
116496-24072022,24 Jul 2022,2022,14:56:42,14,False Alarm,False alarm - Good intent,,Outdoor,Road surface/pavement ,On land associated with building,TW7 4NB,TW7,1.00023E+11,21500986,E09000018,HOUNSLOW,Hounslow,E05013626,OSTERLEY & SPRING GROVE,OSTERLEY & SPRING GROVE,514952,177233,514950,177250,51.48238826,-0.345930157,London,Heston,589,Heathrow,,,1,1,1,1,364,2
116500-24072022,24 Jul 2022,2022,14:57:15,14,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Within same building,,TW14,0,21501006,E09000018,HOUNSLOW,Hounslow,E05013613,FELTHAM NORTH,FELTHAM NORTH,,,510150,174050,,,London,Feltham,305,Feltham,,,1,1,1,1,364,6
116521-24072022,24 Jul 2022,2022,15:01:29,15,False Alarm,False alarm - Good intent,,Outdoor,Heathland ,Open land/water - nearest gazetteer location,TW15 1AX,TW15,10094941476,21500287,E09000018,HOUNSLOW,Hounslow,E05013614,FELTHAM WEST,FELTHAM WEST,508257,172217,508250,172250,51.43861593,-0.443837606,London,Feltham,,,,,1,1,1,1,364,2
116528-24072022,24 Jul 2022,2022,15:03:08,15,False Alarm,False alarm - Good intent,,Outdoor,Heathland ,Open land/water - nearest gazetteer location,TW14 9EE,TW14,1.00022E+11,21501338,E09000018,HOUNSLOW,Hounslow,E05013606,BEDFONT,BEDFONT,510104,174241,510150,174250,51.45645288,-0.416659348,London,Feltham,231,Feltham,,,1,1,1,1,364,3
116535-24072022,24 Jul 2022,2022,15:05:33,15,False Alarm,False alarm - Good intent,,Outdoor,Standing crop ,Open land/water - nearest gazetteer location,TW7 4QR,TW7,10091692530,21519752,E09000018,HOUNSLOW,Hounslow,E05013626,OSTERLEY & SPRING GROVE,OSTERLEY & SPRING GROVE,514113,177161,514150,177150,51.48190468,-0.358031623,London,Heston,922,Hammersmith,,,1,1,1,1,364,3
116646-24072022,24 Jul 2022,2022,15:35:12,15,False Alarm,False alarm - Good intent,,Outdoor,Heathland ,Open land/water - nearest gazetteer location,TW4 5EA,TW4,2.00004E+11,21500462,E09000018,HOUNSLOW,Hounslow,E05013622,HOUNSLOW HEATH,HOUNSLOW HEATH,512117,174694,512150,174650,51.46013305,-0.387553032,London,Feltham,699,Surbiton,,,1,1,1,1,364,7
116663-24072022,24 Jul 2022,2022,15:41:10,15,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,TW13,0,21500533,E09000018,HOUNSLOW,Hounslow,E05013614,FELTHAM WEST,FELTHAM WEST,,,509950,172950,,,London,Feltham,449,Twickenham,,,1,1,1,1,364,1
116738-24072022,24 Jul 2022,2022,16:00:42,16,False Alarm,False alarm - Good intent,,Outdoor,Park ,Open land/water - nearest gazetteer location,TW7 6DW,TW7,1.00023E+11,21501239,E09000018,HOUNSLOW,Hounslow,E05013625,ISLEWORTH,ISLEWORTH,515897,175495,515850,175450,51.46657248,-0.332901951,London,Heston,555,Chiswick,,,1,1,1,1,364,1
116753-24072022,24 Jul 2022,2022,16:03:30,16,False Alarm,False alarm - Good intent,,Outdoor,Park ,Open land/water - nearest gazetteer location,TW13 7EY,TW13,2.00004E+11,21501359,E09000018,HOUNSLOW,Hounslow,E05013615,HANWORTH PARK,HANWORTH PARK,511381,172290,511350,172250,51.43867271,-0.398889242,London,Feltham,757,Twickenham,,,1,1,1,1,364,2
116779-24072022,24 Jul 2022,2022,16:13:34,16,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,TW3,0,21500024,E09000018,HOUNSLOW,Hounslow,E05013620,HOUNSLOW CENTRAL,HOUNSLOW CENTRAL,,,513850,176250,,,London,Heston,,,,,1,1,1,1,364,2
116906-24072022,24 Jul 2022,2022,16:51:33,16,False Alarm,False alarm - Good intent,,Dwelling,False Alarm - Property not found,Correct incident location,,TW1,0,21501634,E09000018,HOUNSLOW,Hounslow,E05013625,ISLEWORTH,ISLEWORTH,,,515450,174450,,,London,Heston,454,Feltham,,,1,1,1,1,364,1
116945-24072022,24 Jul 2022,2022,17:09:55,17,False Alarm,False alarm - Good intent,,Non Residential,Infant/Primary school,Correct incident location,W4 3NX,W4,1.00023E+11,21501116,E09000018,HOUNSLOW,Hounslow,E05013611,CHISWICK RIVERSIDE,CHISWICK RIVERSIDE,519434,177888,519450,177850,51.48734564,-0.281197636,London,Chiswick,346,Heston,,,1,1,1,1,364,2
117088-24072022,24 Jul 2022,2022,19:11:04,19,Special Service,Special Service,Flooding,Dwelling,Self contained Sheltered Housing ,Correct incident location,,TW8,0,21500149,E09000018,HOUNSLOW,Hounslow,E05013627,SYON & BRENTFORD LOCK,SYON & BRENTFORD LOCK,,,517450,177550,,,London,Heston,409,Chiswick,554,Heston,2,2,2,1,364,1
117266-24072022,24 Jul 2022,2022,21:25:07,21,False Alarm,False alarm - Good intent,,Outdoor,Playground/Recreation area (not equipment),Nearby address - no building in street,TW4 5DS,TW4,10001262093,21510540,E09000018,HOUNSLOW,Hounslow,E05013622,HOUNSLOW HEATH,HOUNSLOW HEATH,511548,174661,511550,174650,51.4599507,-0.395750217,London,Feltham,476,Feltham,,,1,1,1,1,364,1
117394-25072022,25 Jul 2022,2022,02:43:05,2,False Alarm,False alarm - Good intent,,Outdoor,Road surface/pavement ,In street outside gazetteer location,TW3 2DB,TW3,10001272511,21500891,E09000018,HOUNSLOW,Hounslow,E05013620,HOUNSLOW CENTRAL,HOUNSLOW CENTRAL,513841,175234,513850,175250,51.46464214,-0.362570056,London,Heston,415,Feltham,416,Feltham,1,2,2,1,364,2
117468-25072022,25 Jul 2022,2022,07:05:04,7,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,TW3,0,21501429,E09000018,HOUNSLOW,Hounslow,E05013617,HESTON CENTRAL,HESTON CENTRAL,,,513150,176650,,,London,Heston,309,Heston,,,1,1,1,1,364,1
117531-25072022,25 Jul 2022,2022,09:34:24,9,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW7,0,21500260,E09000018,HOUNSLOW,Hounslow,E05013626,OSTERLEY & SPRING GROVE,OSTERLEY & SPRING GROVE,,,515050,177050,,,London,Heston,167,Heston,579,Heston,1,2,5,15,5460,2
117638-25072022,25 Jul 2022,2022,13:36:18,13,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,W4,0,21501255,E09000018,HOUNSLOW,Hounslow,E05013611,CHISWICK RIVERSIDE,CHISWICK RIVERSIDE,,,520350,177450,,,London,Chiswick,584,Ealing,731,Fulham,2,2,2,1,364,2
117702-25072022,25 Jul 2022,2022,15:14:55,15,Fire,Secondary Fire,,Outdoor,Scrub land ,Open land/water - nearest gazetteer location,TW14 8EE,TW14,10093260541,21509601,E09000018,HOUNSLOW,Hounslow,E05013606,BEDFONT,BEDFONT,509131,172945,509150,172950,51.44499541,-0.431052281,London,Feltham,516,Feltham,,,1,1,1,2,728,5
117740-25072022,25 Jul 2022,2022,16:07:18,16,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,TW3,0,21501581,E09000018,HOUNSLOW,Hounslow,E05013624,HOUNSLOW WEST,HOUNSLOW WEST,,,513450,175650,,,London,Heston,224,Heston,275,Heston,1,2,2,1,364,1
117770-25072022,25 Jul 2022,2022,17:15:25,17,Fire,Secondary Fire,,Outdoor,Scrub land ,Open land/water - nearest gazetteer location,TW14 9QF,TW14,1.00022E+11,21501567,E09000018,HOUNSLOW,Hounslow,E05013614,FELTHAM WEST,FELTHAM WEST,509506,173096,509550,173050,51.44628077,-0.425604384,London,Feltham,,,,,1,1,1,1,364,6
117812-25072022,25 Jul 2022,2022,18:27:38,18,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,TW3 1XP,TW3,1.00022E+11,21500492,E09000018,HOUNSLOW,Hounslow,E05013620,HOUNSLOW CENTRAL,HOUNSLOW CENTRAL,514063,175457,514050,175450,51.46660218,-0.359308872,London,Heston,254,Heston,,,1,1,1,1,364,1
117818-25072022,25 Jul 2022,2022,18:29:07,18,False Alarm,False alarm - Good intent,,Outdoor,Loose refuse ,In street outside gazetteer location,TW8 0HG,TW8,2.00004E+11,21500607,E09000018,HOUNSLOW,Hounslow,E05013611,CHISWICK RIVERSIDE,CHISWICK RIVERSIDE,518700,177906,518750,177950,51.48766047,-0.29176369,London,Chiswick,448,Chiswick,,,1,1,1,1,364,2
117845-25072022,25 Jul 2022,2022,19:07:40,19,Fire,Secondary Fire,,Outdoor,Park ,In street outside gazetteer location,TW14 8BD,TW14,10094944991,21501399,E09000018,HOUNSLOW,Hounslow,E05013606,BEDFONT,BEDFONT,509351,173113,509350,173150,51.44646586,-0.42783705,London,Feltham,351,Feltham,,,1,1,2,3,1092,9
117890-25072022,25 Jul 2022,2022,20:04:41,20,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W4,0,21500571,E09000018,HOUNSLOW,Hounslow,E05013609,CHISWICK GUNNERSBURY,CHISWICK GUNNERSBURY,,,519750,178150,,,London,Chiswick,254,Acton,418,Ealing,2,2,2,1,364,1
117935-25072022,25 Jul 2022,2022,21:23:14,21,Fire,Secondary Fire,,Outdoor,Scrub land ,Nearby address - no building in street,TW13 5HD,TW13,10091693145,21500136,E09000018,HOUNSLOW,Hounslow,E05013615,HANWORTH PARK,HANWORTH PARK,511714,173179,511750,173150,51.44659174,-0.393818871,London,Feltham,258,Feltham,,,1,1,1,1,364,3
117945-25072022,25 Jul 2022,2022,21:30:11,21,False Alarm,False alarm - Good intent,,Outdoor,Scrub land ,Open land/water - nearest gazetteer location,TW13 5HD,TW13,10091693145,21500136,E09000018,HOUNSLOW,Hounslow,E05013615,HANWORTH PARK,HANWORTH PARK,511703,173125,511750,173150,51.4461081,-0.394003136,London,Feltham,282,Feltham,,,1,1,1,1,364,1
118000-25072022,25 Jul 2022,2022,23:06:14,23,Special Service,Special Service,No action (not false alarm),Dwelling,House - single occupancy ,Correct incident location,,W3,0,21500897,E09000018,HOUNSLOW,Hounslow,E05013609,CHISWICK GUNNERSBURY,CHISWICK GUNNERSBURY,,,519450,179250,,,London,Acton,,,,,,,,,,2
118079-26072022,26 Jul 2022,2022,03:21:51,3,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,TW13 6AH,TW13,1.00023E+11,21500550,E09000018,HOUNSLOW,Hounslow,E05013616,HANWORTH VILLAGE,HANWORTH VILLAGE,512115,172552,512150,172550,51.44087625,-0.388261756,London,Feltham,319,Feltham,,,1,1,1,1,364,1
118128-26072022,26 Jul 2022,2022,06:35:06,6,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,TW3,0,21500870,E09000018,HOUNSLOW,Hounslow,E05013621,HOUNSLOW EAST,HOUNSLOW EAST,,,514450,175750,,,London,Heston,254,Heston,260,Heston,1,2,2,1,364,1
118174-26072022,26 Jul 2022,2022,08:49:58,8,False Alarm,AFA,,Non Residential,Vehicle sales building,Correct incident location,TW8 9BQ,TW8,10023863019,21505052,E09000018,HOUNSLOW,Hounslow,E05013607,BRENTFORD EAST,BRENTFORD EAST,517981,178349,517950,178350,51.49178776,-0.30195457,London,Ealing,368,Chiswick,,,1,1,1,1,364,1
118265-26072022,26 Jul 2022,2022,11:50:16,11,False Alarm,AFA,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,,TW7,0,21500523,E09000018,HOUNSLOW,Hounslow,E05013626,OSTERLEY & SPRING GROVE,OSTERLEY & SPRING GROVE,,,515050,176650,,,London,Heston,149,Heston,150,Heston,1,2,2,1,364,1
118302-26072022,26 Jul 2022,2022,13:25:06,13,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,W4 3LU,W4,10094942358,21500493,E09000018,HOUNSLOW,Hounslow,E05013611,CHISWICK RIVERSIDE,CHISWICK RIVERSIDE,519876,177857,519850,177850,51.48697133,-0.27484391,London,Chiswick,254,Heston,,,1,1,1,1,364,1
118537-26072022,26 Jul 2022,2022,19:35:32,19,Fire,Secondary Fire,,Outdoor,Hedge,On land associated with building,TW5 9BH,TW5,1.00022E+11,21501010,E09000018,HOUNSLOW,Hounslow,E05013619,HESTON WEST,HESTON WEST,511737,176648,511750,176650,51.47777453,-0.392396811,London,Feltham,335,Feltham,,,1,1,1,1,364,1
118539-26072022,26 Jul 2022,2022,19:38:23,19,Fire,Secondary Fire,,Outdoor,Scrub land ,Open land/water - nearest gazetteer location,TW14 9QF,TW14,1.00022E+11,21501567,E09000018,HOUNSLOW,Hounslow,E05013614,FELTHAM WEST,FELTHAM WEST,509441,173097,509450,173050,51.44630216,-0.426548872,London,Feltham,329,Feltham,,,1,1,1,1,364,1
118545-26072022,26 Jul 2022,2022,19:51:01,19,False Alarm,AFA,,Other Residential,Nursing/Care Home/Hospice,Correct incident location,TW14 0BU,TW14,1.00022E+11,21501381,E09000018,HOUNSLOW,Hounslow,E05013613,FELTHAM NORTH,FELTHAM NORTH,510735,174113,510750,174150,51.45518409,-0.407609935,London,Feltham,435,Heston,439,Twickenham,2,3,3,1,364,1
118641-26072022,26 Jul 2022,2022,23:05:18,23,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,W4,0,21590241,E09000018,HOUNSLOW,Hounslow,E05013610,CHISWICK HOMEFIELDS,CHISWICK HOMEFIELDS,,,521750,178850,,,London,Chiswick,290,Chiswick,308,Hammersmith,2,2,2,3,1092,2
118756-27072022,27 Jul 2022,2022,08:11:22,8,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,TW3,0,21501581,E09000018,HOUNSLOW,Hounslow,E05013624,HOUNSLOW WEST,HOUNSLOW WEST,,,513450,175650,,,London,Heston,247,Heston,290,Heston,2,3,3,1,364,1
118783-27072022,27 Jul 2022,2022,08:58:37,8,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Within same building,,TW7,0,21590193,E09000018,HOUNSLOW,Hounslow,E05013627,SYON & BRENTFORD LOCK,SYON & BRENTFORD LOCK,,,516550,176950,,,London,Heston,276,Heston,,,1,1,1,1,364,1
118796-27072022,27 Jul 2022,2022,09:51:16,9,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,TW5,0,21501151,E09000018,HOUNSLOW,Hounslow,E05013619,HESTON WEST,HESTON WEST,,,512450,177350,,,London,Feltham,406,Heston,595,Heston,1,2,2,1,364,1
118816-27072022,27 Jul 2022,2022,10:44:36,10,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,TW3,0,21500891,E09000018,HOUNSLOW,Hounslow,E05013620,HOUNSLOW CENTRAL,HOUNSLOW CENTRAL,,,513950,175250,,,London,Heston,292,Heston,551,Feltham,2,2,2,1,364,1
118828-27072022,27 Jul 2022,2022,11:20:17,11,Special Service,Special Service,Advice Only,Non Residential,Single shop ,Correct incident location,W4 1RP,W4,1.00023E+11,21501135,E09000018,HOUNSLOW,Hounslow,E05013609,CHISWICK GUNNERSBURY,CHISWICK GUNNERSBURY,521202,178693,521250,178650,51.4942013,-0.2554639,London,Chiswick,324,Acton,,,1,1,1,2,728,1
118837-27072022,27 Jul 2022,2022,11:40:45,11,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,TW3,0,21500891,E09000018,HOUNSLOW,Hounslow,E05013620,HOUNSLOW CENTRAL,HOUNSLOW CENTRAL,,,513950,175250,,,London,Heston,268,Heston,378,Feltham,2,2,2,1,364,1
118903-27072022,27 Jul 2022,2022,13:59:50,13,Fire,Secondary Fire,,Outdoor,Heathland ,Open land/water - nearest gazetteer location,TW14 8BD,TW14,1.00022E+11,21501399,E09000018,HOUNSLOW,Hounslow,E05013606,BEDFONT,BEDFONT,509387,173132,509350,173150,51.44662536,-0.427309575,London,Feltham,1,Feltham,,,1,1,1,1,364,5
119006-27072022,27 Jul 2022,2022,16:45:38,16,Special Service,Special Service,Assist other agencies,Dwelling,House - single occupancy ,Within same building,,TW7,0,21501680,E09000018,HOUNSLOW,Hounslow,E05013627,SYON & BRENTFORD LOCK,SYON & BRENTFORD LOCK,,,516250,176550,,,London,Heston,,,,,,,,,,3
119217-27072022,27 Jul 2022,2022,22:03:27,22,Fire,Secondary Fire,,Outdoor,Hedge,On land associated with building,TW14 9XJ,TW14,10093261457,21501668,E09000018,HOUNSLOW,Hounslow,E05013614,FELTHAM WEST,FELTHAM WEST,509807,173347,509850,173350,51.44847841,-0.421204772,London,Feltham,601,Feltham,,,1,1,1,1,364,1
119246-27072022,27 Jul 2022,2022,23:26:43,23,Fire,Primary Fire,,Outdoor Structure,Other outdoor structures ,Open land/water - nearest gazetteer location,W4 4JP,W4,1.00024E+11,21500590,E09000018,HOUNSLOW,Hounslow,E05013609,CHISWICK GUNNERSBURY,CHISWICK GUNNERSBURY,520366,178320,520350,178350,51.49102673,-0.267629605,London,Chiswick,323,Chiswick,,,1,1,1,1,364,1
119367-28072022,28 Jul 2022,2022,07:39:05,7,Fire,Secondary Fire,,Outdoor,Scrub land ,Open land/water - nearest gazetteer location,TW7 5EH,TW7,10091693796,21501225,E09000018,HOUNSLOW,Hounslow,E05013626,OSTERLEY & SPRING GROVE,OSTERLEY & SPRING GROVE,515366,177681,515350,177650,51.48632984,-0.339825167,London,Heston,383,Heston,,,1,1,1,2,728,3
119435-28072022,28 Jul 2022,2022,10:08:03,10,Fire,Secondary Fire,,Outdoor,Tree scrub ,On land associated with building,W5 4NH,W5,10093766968,20602411,E09000018,HOUNSLOW,Hounslow,E05013609,CHISWICK GUNNERSBURY,CHISWICK GUNNERSBURY,518315,178824,518350,178850,51.49599187,-0.296996589,London,Acton,283,Acton,,,1,1,1,1,364,1
119454-28072022,28 Jul 2022,2022,10:53:27,10,Special Service,Special Service,No action (not false alarm),Dwelling,Self contained Sheltered Housing ,Correct incident location,,W4,0,21500165,E09000018,HOUNSLOW,Hounslow,E05013611,CHISWICK RIVERSIDE,CHISWICK RIVERSIDE,,,519450,178050,,,London,Chiswick,165,Chiswick,,,1,1,1,1,364,2
119494-28072022,28 Jul 2022,2022,11:48:11,11,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,TW5,0,21501484,E09000018,HOUNSLOW,Hounslow,E05013618,HESTON EAST,HESTON EAST,,,513550,176850,,,London,Heston,528,Ealing,,,2,2,2,1,364,1
119670-28072022,28 Jul 2022,2022,14:26:02,14,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW1,0,21501634,E09000018,HOUNSLOW,Hounslow,E05013625,ISLEWORTH,ISLEWORTH,,,515550,174550,,,London,Heston,836,Richmond,,,1,1,1,1,364,1
119706-28072022,28 Jul 2022,2022,15:22:15,15,Fire,Secondary Fire,,Outdoor,Grassland/ pasture/ grazing etc ,In street close to gazetteer location,TW14 8BD,TW14,10094944990,21501399,E09000018,HOUNSLOW,Hounslow,E05013606,BEDFONT,BEDFONT,509346,173133,509350,173150,51.44663971,-0.42790298,London,Feltham,416,Feltham,,,1,1,1,2,728,3
